x_power,Y_power,q_power,coefficient,monomial
6,7,3,-10001904451/2799360,x^6*Y^7*q_d^3
6,8,3,49325014991/11197440,x^6*Y^8*q_d^3
6,9,3,-28952990983/22394880,x^6*Y^9*q_d^3
6,10,3,-1003935725359/268738560,x^6*Y^10*q_d^3
6,11,3,852152228347/214990848,x^6*Y^11*q_d^3
6,12,3,-67297933927/119439360,x^6*Y^12*q_d^3
6,13,3,-1744007952127/4299816960,x^6*Y^13*q_d^3
7,7,3,487403/9720,x^7*Y^7*q_d^3
7,8,3,66197971/349920,x^7*Y^8*q_d^3
7,9,3,-4239813739/8398080,x^7*Y^9*q_d^3
7,10,3,49346261293/134369280,x^7*Y^10*q_d^3
7,11,3,-81354156247/1074954240,x^7*Y^11*q_d^3
7,12,3,-274304173003/3224862720,x^7*Y^12*q_d^3
7,13,3,55716801665/859963392,x^7*Y^13*q_d^3
8,9,3,117649/11664,x^8*Y^9*q_d^3
8,10,3,298004917/16796160,x^8*Y^10*q_d^3
8,11,3,-82069875139/2149908480,x^8*Y^11*q_d^3
8,12,3,3727237969/477757440,x^8*Y^12*q_d^3
8,13,3,1239432215/286654464,x^8*Y^13*q_d^3
9,11,3,4117715/3359232,x^9*Y^11*q_d^3
9,12,3,35412349/50388480,x^9*Y^12*q_d^3
9,13,3,-3153346147/2149908480,x^9*Y^13*q_d^3
10,13,3,5764801/89579520,x^10*Y^13*q_d^3
0,-4,4,-5184/5,Y^-4*q_d^4
0,-3,4,-11008,Y^-3*q_d^4
0,-2,4,-297584/15,Y^-2*q_d^4
0,-1,4,1474024/15,Y^-1*q_d^4
0,0,4,52709843/270,q_d^4
0,1,4,-85103633/162,Y*q_d^4
0,2,4,-3392274637/6480,Y^2*q_d^4
0,3,4,191143634069/116640,Y^3*q_d^4
0,4,4,-99181192931/11197440,Y^4*q_d^4
0,5,4,-3708862563881/1866240,Y^5*q_d^4
0,6,4,3196593263849/3732480,Y^6*q_d^4
0,7,4,30185448126973/33592320,Y^7*q_d^4
0,8,4,-30765216202051/53747712,Y^8*q_d^4
0,9,4,-4172288222921/22394880,Y^9*q_d^4
0,10,4,14726850390301/107495424,Y^10*q_d^4
0,11,4,2846456098661/107495424,Y^11*q_d^4
0,12,4,-6997801279343/573308928,Y^12*q_d^4
0,13,4,-806738605085/286654464,Y^13*q_d^4
0,14,4,-6093394657/71663616,Y^14*q_d^4
1,-3,4,-11264/5,x*Y^-3*q_d^4
1,-2,4,-4160,x*Y^-2*q_d^4
1,-1,4,1063024/45,x*Y^-1*q_d^4
1,0,4,-7450796/135,x*q_d^4
1,1,4,-16039247/135,x*Y*q_d^4
1,2,4,3431392669/4860,x*Y^2*q_d^4
1,3,4,-18774413921/58320,x*Y^3*q_d^4
1,4,4,-150390324589/77760,x*Y^4*q_d^4
1,5,4,20358277487953/8398080,x*Y^5*q_d^4
1,6,4,12402788316511/16796160,x*Y^6*q_d^4
1,7,4,-163831807908899/67184640,x*Y^7*q_d^4
1,8,4,34590110248549/67184640,x*Y^8*q_d^4
1,9,4,74282763710393/89579520,x*Y^9*q_d^4
1,10,4,-73435299766087/268738560,x*Y^10*q_d^4
1,11,4,-47477531958703/358318080,x*Y^11*q_d^4
1,12,4,34884663950003/1074954240,x*Y^12*q_d^4
1,13,4,3279051397573/286654464,x*Y^13*q_d^4
1,14,4,292039053859/716636160,x*Y^14*q_d^4
2,-2,4,-1536/5,x^2*Y^-2*q_d^4
2,-1,4,-12544/15,x^2*Y^-1*q_d^4
2,0,4,-781756/45,x^2*q_d^4
2,1,4,381262/9,x^2*Y*q_d^4
2,2,4,74725487/1620,x^2*Y^2*q_d^4
2,3,4,-1805553649/4860,x^2*Y^3*q_d^4
2,4,4,46201418299/77760,x^2*Y^4*q_d^4
2,5,4,329787440929/1399680,x^2*Y^5*q_d^4
2,6,4,-10828380944567/6718464,x^2*Y^6*q_d^4
2,7,4,20467012013053/16796160,x^2*Y^7*q_d^4
2,8,4,49840026035767/89579520,x^2*Y^8*q_d^4
2,9,4,-249217560303229/268738560,x^2*Y^9*q_d^4
2,10,4,19127999355563/268738560,x^2*Y^10*q_d^4
2,11,4,12472262976733/59719680,x^2*Y^11*q_d^4
2,12,4,-35882101723181/1433272320,x^2*Y^12*q_d^4
2,13,4,-2911874751023/159252480,x^2*Y^13*q_d^4
2,14,4,-566558877479/716636160,x^2*Y^14*q_d^4
3,0,4,-3584/5,x^3*q_d^4
3,1,4,19328/9,x^3*Y*q_d^4
3,2,4,-93107/5,x^3*Y^2*q_d^4
3,3,4,9726529/540,x^3*Y^3*q_d^4
3,4,4,925184081/9720,x^3*Y^4*q_d^4
3,5,4,-1740665161/6480,x^3*Y^5*q_d^4
3,6,4,41524882697/186624,x^3*Y^6*q_d^4
3,7,4,6429052439623/33592320,x^3*Y^7*q_d^4
3,8,4,-580685676731/1119744,x^3*Y^8*q_d^4
3,9,4,1601592554569/5971968,x^3*Y^9*q_d^4
3,10,4,33782178505649/268738560,x^3*Y^10*q_d^4
3,11,4,-28042315956571/214990848,x^3*Y^11*q_d^4
3,12,4,-110779069121/89579520,x^3*Y^12*q_d^4
3,13,4,3838405332643/268738560,x^3*Y^13*q_d^4
3,14,4,732129727/933120,x^3*Y^14*q_d^4
4,2,4,-10976/15,x^4*Y^2*q_d^4
4,3,4,336868/135,x^4*Y^3*q_d^4
4,4,4,-42897649/4320,x^4*Y^4*q_d^4
4,5,4,14638369/7776,x^4*Y^5*q_d^4
4,6,4,9444425581/186624,x^4*Y^6*q_d^4
4,7,4,-55674911443/622080,x^4*Y^7*q_d^4
4,8,4,11641430443057/268738560,x^4*Y^8*q_d^4
4,9,4,5699171259061/134369280,x^4*Y^9*q_d^4
4,10,4,-9204427581503/134369280,x^4*Y^10*q_d^4
4,11,4,1334553455543/53747712,x^4*Y^11*q_d^4
4,12,4,25231234370923/2866544640,x^4*Y^12*q_d^4
4,13,4,-178216940531/33592320,x^4*Y^13*q_d^4
4,14,4,-24252517807/59719680,x^4*Y^14*q_d^4
5,4,4,-19208/45,x^5*Y^4*q_d^4
5,5,4,203987/162,x^5*Y^5*q_d^4
5,6,4,-249194449/77760,x^5*Y^6*q_d^4
5,7,4,-15201557/62208,x^5*Y^7*q_d^4
5,8,4,138871366753/11197440,x^5*Y^8*q_d^4
5,9,4,-2025141091169/134369280,x^5*Y^9*q_d^4
5,10,4,972579585677/268738560,x^5*Y^10*q_d^4
5,11,4,1378750549043/358318080,x^5*Y^11*q_d^4
5,12,4,-609296062823/214990848,x^5*Y^12*q_d^4
5,13,4,1182994460263/2149908480,x^5*Y^13*q_d^4
5,14,4,63510812617/716636160,x^5*Y^14*q_d^4
6,6,4,-16807/108,x^6*Y^6*q_d^4
6,7,4,6950209/19440,x^6*Y^7*q_d^4
6,8,4,-657531/1024,x^6*Y^8*q_d^4
6,9,4,13146161/7464960,x^6*Y^9*q_d^4
6,10,4,808000087349/537477120,x^6*Y^10*q_d^4
6,11,4,-6135200869/4976640,x^6*Y^11*q_d^4
6,12,4,-29010440249/1433272320,x^6*Y^12*q_d^4
6,13,4,249843298817/1433272320,x^6*Y^13*q_d^4
6,14,4,4559957591/716636160,x^6*Y^14*q_d^4
7,8,4,-117649/3240,x^7*Y^8*q_d^4
7,9,4,6754013/116640,x^7*Y^9*q_d^4
7,10,4,-349852111/4976640,x^7*Y^10*q_d^4
7,11,4,1662637277/107495424,x^7*Y^11*q_d^4
7,12,4,10813573379/134369280,x^7*Y^12*q_d^4
7,13,4,-189834543983/4299816960,x^7*Y^13*q_d^4
7,14,4,-2150270773/358318080,x^7*Y^14*q_d^4
8,10,4,-823543/155520,x^8*Y^10*q_d^4
8,11,4,10706059/2239488,x^8*Y^11*q_d^4
8,12,4,-21297948049/8599633920,x^8*Y^12*q_d^4
8,13,4,6925643683/4299816960,x^8*Y^13*q_d^4
8,14,4,5764801/11197440,x^8*Y^14*q_d^4
9,12,4,-823543/1866240,x^9*Y^12*q_d^4
9,13,4,74942413/537477120,x^9*Y^13*q_d^4
9,14,4,40353607/358318080,x^9*Y^14*q_d^4
10,14,4,-5764801/358318080,x^10*Y^14*q_d^4
0,-3,5,1280,Y^-3*q_d^5
0,-2,5,19328/3,Y^-2*q_d^5
0,-1,5,-97024/9,Y^-1*q_d^5
0,0,5,-1537504/27,q_d^5
0,1,5,6480602/81,Y*q_d^5
0,2,5,39689531/243,Y^2*q_d^5
0,3,5,-456884525/1458,Y^3*q_d^5
0,4,5,-985814213/17496,Y^4*q_d^5
0,5,5,608230218377/1679616,Y^5*q_d^5
0,6,5,-327360999359/3359232,Y^6*q_d^5
0,7,5,-282093847903/1679616,Y^7*q_d^5
0,8,5,38550383977/559872,Y^8*q_d^5
0,9,5,20935131175/497664,Y^9*q_d^5
0,10,5,-48734198569/2985984,Y^10*q_d^5
0,11,5,-185833279541/26873856,Y^11*q_d^5
0,12,5,34201344625/26873856,Y^12*q_d^5
0,13,5,275238070765/429981696,Y^13*q_d^5
0,14,5,14729066555/286654464,Y^14*q_d^5
1,-2,5,1024,x*Y^-2*q_d^5
1,-1,5,-3584/3,x*Y^-1*q_d^5
1,0,5,43904/9,x*q_d^5
1,1,5,776896/27,x*Y*q_d^5
1,2,5,-10630808/81,x*Y^2*q_d^5
1,3,5,2102891/243,x*Y^3*q_d^5
1,4,5,1280323933/2916,x*Y^4*q_d^5
1,5,5,-3783664067/8748,x*Y^5*q_d^5
1,6,5,-92822492185/419904,x*Y^6*q_d^5
1,7,5,82165629427/186624,x*Y^7*q_d^5
1,8,5,-51354769711/2239488,x*Y^8*q_d^5
1,9,5,-2196926418421/13436928,x*Y^9*q_d^5
1,10,5,330339712661/13436928,x*Y^10*q_d^5
1,11,5,2850220583/93312,x*Y^11*q_d^5
1,12,5,-83079486035/35831808,x*Y^12*q_d^5
1,13,5,-594531339017/214990848,x*Y^13*q_d^5
1,14,5,-4882786447/17915904,x*Y^14*q_d^5
2,0,5,1792,x^2*q_d^5
2,1,5,-7376/9,x^2*Y*q_d^5
2,2,5,-34936/3,x^2*Y^2*q_d^5
2,3,5,1574971/27,x^2*Y^3*q_d^5
2,4,5,-45500005/486,x^2*Y^4*q_d^5
2,5,5,-80759665/972,x^2*Y^5*q_d^5
2,6,5,4070275309/11664,x^2*Y^6*q_d^5
2,7,5,-350254012703/1679616,x^2*Y^7*q_d^5
2,8,5,-551931589615/3359232,x^2*Y^8*q_d^5
2,9,5,58674675199/331776,x^2*Y^9*q_d^5
2,10,5,1009269742663/53747712,x^2*Y^10*q_d^5
2,11,5,-2494342605811/53747712,x^2*Y^11*q_d^5
2,12,5,-57266238995/35831808,x^2*Y^12*q_d^5
2,13,5,674798075161/143327232,x^2*Y^13*q_d^5
2,14,5,513568826687/859963392,x^2*Y^14*q_d^5
3,2,5,12544/9,x^3*Y^2*q_d^5
3,3,5,33608/27,x^3*Y^3*q_d^5
3,4,5,-1291174/81,x^3*Y^4*q_d^5
3,5,5,1052894/27,x^3*Y^5*q_d^5
3,6,5,-368729027/11664,x^3*Y^6*q_d^5
3,7,5,-3760594201/69984,x^3*Y^7*q_d^5
3,8,5,100842899269/839808,x^3*Y^8*q_d^5
3,9,5,-151672077235/3359232,x^3*Y^9*q_d^5
3,10,5,-1216650717569/26873856,x^3*Y^10*q_d^5
3,11,5,1523531305919/53747712,x^3*Y^11*q_d^5
3,12,5,112211087947/17915904,x^3*Y^12*q_d^5
3,13,5,-280451097955/71663616,x^3*Y^13*q_d^5
3,14,5,-296766190679/429981696,x^3*Y^14*q_d^5
4,4,5,17836/27,x^4*Y^4*q_d^5
4,5,5,850703/648,x^4*Y^5*q_d^5
4,6,5,-32330683/3888,x^4*Y^6*q_d^5
4,7,5,306977377/23328,x^4*Y^7*q_d^5
4,8,5,-1624693763/279936,x^4*Y^8*q_d^5
4,9,5,-172446410059/13436928,x^4*Y^9*q_d^5
4,10,5,172183067399/8957952,x^4*Y^10*q_d^5
4,11,5,-80918999693/17915904,x^4*Y^11*q_d^5
4,12,5,-521852262281/107495424,x^4*Y^12*q_d^5
4,13,5,165289433113/107495424,x^4*Y^13*q_d^5
4,14,5,31550755873/71663616,x^4*Y^14*q_d^5
5,6,5,12005/54,x^5*Y^6*q_d^5
5,7,5,978971/1944,x^5*Y^7*q_d^5
5,8,5,-17674937/7776,x^5*Y^8*q_d^5
5,9,5,221520523/93312,x^5*Y^9*q_d^5
5,10,5,-1639184015/3359232,x^5*Y^10*q_d^5
5,11,5,-33958146649/26873856,x^5*Y^11*q_d^5
5,12,5,14883614123/11943936,x^5*Y^12*q_d^5
5,13,5,-2345568113/13436928,x^5*Y^13*q_d^5
5,14,5,-7615302121/53747712,x^5*Y^14*q_d^5
6,8,5,218491/3888,x^6*Y^8*q_d^5
6,9,5,17716979/186624,x^6*Y^9*q_d^5
6,10,5,-386415911/1119744,x^6*Y^10*q_d^5
6,11,5,5555515777/26873856,x^6*Y^11*q_d^5
6,12,5,901097701/53747712,x^6*Y^12*q_d^5
6,13,5,-16657804261/429981696,x^6*Y^13*q_d^5
6,14,5,10232521775/859963392,x^6*Y^14*q_d^5
7,10,5,117649/11664,x^7*Y^10*q_d^5
7,11,5,9764867/1119744,x^7*Y^11*q_d^5
7,12,5,-381972689/13436928,x^7*Y^12*q_d^5
7,13,5,106707643/17915904,x^7*Y^13*q_d^5
7,14,5,74942413/15925248,x^7*Y^14*q_d^5
8,12,5,823543/746496,x^8*Y^12*q_d^5
8,13,5,134237509/429981696,x^8*Y^13*q_d^5
8,14,5,-939662563/859963392,x^8*Y^14*q_d^5
9,14,5,5764801/107495424,x^9*Y^14*q_d^5
0,-2,6,-2432/3,Y^-2*q_d^6
0,-1,6,-7040/9,Y^-1*q_d^6
0,0,6,257056/27,q_d^6
0,1,6,-233096/81,Y*q_d^6
0,2,6,-8507201/243,Y^2*q_d^6
0,3,6,58558211/1458,Y^3*q_d^6
0,4,6,354321425/17496,Y^4*q_d^6
0,5,6,-10062767071/209952,Y^5*q_d^6
0,6,6,30178295021/10077696,Y^6*q_d^6
0,7,6,19625982691/839808,Y^7*q_d^6
0,8,6,-1845902569/419904,Y^8*q_d^6
0,9,6,-130360595435/20155392,Y^9*q_d^6
0,10,6,26450852141/26873856,Y^10*q_d^6
0,11,6,3321488177/2985984,Y^11*q_d^6
0,12,6,-68541347/5038848,Y^12*q_d^6
0,13,6,-10175680501/107495424,Y^13*q_d^6
0,14,6,-1457082865/95551488,Y^14*q_d^6
0,15,6,-201768035/429981696,Y^15*q_d^6
1,-1,6,-512/3,x*Y^-1*q_d^6
1,0,6,-1792/9,x*q_d^6
1,1,6,-46144/9,x*Y*q_d^6
1,2,6,1239364/81,x*Y^2*q_d^6
1,3,6,3426656/243,x*Y^3*q_d^6
1,4,6,-8115769/108,x*Y^4*q_d^6
1,5,6,109044250/2187,x*Y^5*q_d^6
1,6,6,20137880399/419904,x*Y^6*q_d^6
1,7,6,-47334770917/839808,x*Y^7*q_d^6
1,8,6,-63043145053/6718464,x*Y^8*q_d^6
1,9,6,457551737783/20155392,x*Y^9*q_d^6
1,10,6,25752556277/26873856,x*Y^10*q_d^6
1,11,6,-41168455979/8957952,x*Y^11*q_d^6
1,12,6,-127749932569/322486272,x*Y^12*q_d^6
1,13,6,14799084517/35831808,x*Y^13*q_d^6
1,14,6,36885196831/429981696,x*Y^14*q_d^6
1,15,6,3902770277/1289945088,x*Y^15*q_d^6
2,1,6,-3584/9,x^2*Y*q_d^6
2,2,6,9928/9,x^2*Y^2*q_d^6
2,3,6,-169978/27,x^2*Y^3*q_d^6
2,4,6,2115823/243,x^2*Y^4*q_d^6
2,5,6,21728777/972,x^2*Y^5*q_d^6
2,6,6,-331049383/5832,x^2*Y^6*q_d^6
2,7,6,17530445849/839808,x^2*Y^7*q_d^6
2,8,6,19145888923/559872,x^2*Y^8*q_d^6
2,9,6,-12520171937/559872,x^2*Y^9*q_d^6
2,10,6,-465341527777/53747712,x^2*Y^10*q_d^6
2,11,6,176365150073/26873856,x^2*Y^11*q_d^6
2,12,6,56643064247/35831808,x^2*Y^12*q_d^6
2,13,6,-74412000887/107495424,x^2*Y^13*q_d^6
2,14,6,-172963912681/859963392,x^2*Y^14*q_d^6
2,15,6,-593774503/71663616,x^2*Y^15*q_d^6
3,3,6,-10976/27,x^3*Y^3*q_d^6
3,4,6,101500/81,x^3*Y^4*q_d^6
3,5,6,-1772785/486,x^3*Y^5*q_d^6
3,6,6,27510875/11664,x^3*Y^6*q_d^6
3,7,6,425284475/34992,x^3*Y^7*q_d^6
3,8,6,-17163011411/839808,x^3*Y^8*q_d^6
3,9,6,3596672275/1119744,x^3*Y^9*q_d^6
3,10,6,93410766085/8957952,x^3*Y^10*q_d^6
3,11,6,-23240059325/6718464,x^3*Y^11*q_d^6
3,12,6,-181320962935/80621568,x^3*Y^12*q_d^6
3,13,6,6310305799/11943936,x^3*Y^13*q_d^6
3,14,6,108449436445/429981696,x^3*Y^14*q_d^6
3,15,6,16054970785/1289945088,x^3*Y^15*q_d^6
4,5,6,-19208/81,x^4*Y^5*q_d^6
4,6,6,2503655/3888,x^4*Y^6*q_d^6
4,7,6,-3123995/2592,x^4*Y^7*q_d^6
4,8,6,100949065/279936,x^4*Y^8*q_d^6
4,9,6,10499917715/3359232,x^4*Y^9*q_d^6
4,10,6,-101849798827/26873856,x^4*Y^10*q_d^6
4,11,6,379177925/26873856,x^4*Y^11*q_d^6
4,12,6,457181168815/322486272,x^4*Y^12*q_d^6
4,13,6,-945813925/6718464,x^4*Y^13*q_d^6
4,14,6,-38574165875/214990848,x^4*Y^14*q_d^6
4,15,6,-7084940429/644972544,x^4*Y^15*q_d^6
5,7,6,-84035/972,x^5*Y^7*q_d^6
5,8,6,728189/3888,x^5*Y^8*q_d^6
5,9,6,-5369665/23328,x^5*Y^9*q_d^6
5,10,6,277033211/6718464,x^5*Y^10*q_d^6
5,11,6,218536619/559872,x^5*Y^11*q_d^6
5,12,6,-37227454579/107495424,x^5*Y^12*q_d^6
5,13,6,-870148811/26873856,x^5*Y^13*q_d^6
5,14,6,29941082255/429981696,x^5*Y^14*q_d^6
5,15,6,2392392415/429981696,x^5*Y^15*q_d^6
6,9,6,-117649/5832,x^6*Y^9*q_d^6
6,10,6,35292299/1119744,x^6*Y^10*q_d^6
6,11,6,-291406969/13436928,x^6*Y^11*q_d^6
6,12,6,6379457/1679616,x^6*Y^12*q_d^6
6,13,6,258642923/13436928,x^6*Y^13*q_d^6
6,14,6,-10389936137/859963392,x^6*Y^14*q_d^6
6,15,6,-870484951/644972544,x^6*Y^15*q_d^6
7,11,6,-823543/279936,x^7*Y^11*q_d^6
7,12,6,18941489/6718464,x^7*Y^12*q_d^6
7,13,6,-15748159/53747712,x^7*Y^13*q_d^6
7,14,6,21059171/143327232,x^7*Y^14*q_d^6
7,15,6,-5764801/1289945088,x^7*Y^15*q_d^6
8,13,6,-823543/3359232,x^8*Y^13*q_d^6
8,14,6,28824005/286654464,x^8*Y^14*q_d^6
8,15,6,28824005/429981696,x^8*Y^15*q_d^6
9,15,6,-5764801/644972544,x^9*Y^15*q_d^6
0,-1,7,256,Y^-1*q_d^7
0,0,7,-1664/3,q_d^7
0,1,7,-10592/9,Y*q_d^7
0,2,7,117448/27,Y^2*q_d^7
0,3,7,-223580/81,Y^3*q_d^7
0,4,7,-1542289/486,Y^4*q_d^7
0,5,7,22505651/5832,Y^5*q_d^7
0,6,7,53076947/69984,Y^6*q_d^7
0,7,7,-3344772389/1679616,Y^7*q_d^7
0,8,7,-122428705/1679616,Y^8*q_d^7
0,9,7,323978935/559872,Y^9*q_d^7
0,10,7,216956761/6718464,Y^10*q_d^7
0,11,7,-1326055493/13436928,Y^11*q_d^7
0,12,7,-142304869/8957952,Y^12*q_d^7
0,13,7,193532605/26873856,Y^13*q_d^7
0,14,7,257533661/107495424,Y^14*q_d^7
0,15,7,28824005/143327232,Y^15*q_d^7
1,1,7,1408/3,x*Y*q_d^7
1,2,7,-4384/9,x*Y^2*q_d^7
1,3,7,-10780/3,x*Y^3*q_d^7
1,4,7,652036/81,x*Y^4*q_d^7
1,5,7,-2591953/972,x*Y^5*q_d^7
1,6,7,-11948209/1944,x*Y^6*q_d^7
1,7,7,583258123/139968,x*Y^7*q_d^7
1,8,7,442622635/209952,x*Y^8*q_d^7
1,9,7,-12183920119/6718464,x*Y^9*q_d^7
1,10,7,-1194456683/2239488,x*Y^10*q_d^7
1,11,7,10011274427/26873856,x*Y^11*q_d^7
1,12,7,1565185489/13436928,x*Y^12*q_d^7
1,13,7,-1006487195/35831808,x*Y^13*q_d^7
1,14,7,-1490965777/107495424,x*Y^14*q_d^7
1,15,7,-593774503/429981696,x*Y^15*q_d^7
2,3,7,3472/9,x^2*Y^3*q_d^7
2,4,7,70/9,x^2*Y^4*q_d^7
2,5,7,-198107/54,x^2*Y^5*q_d^7
2,6,7,5626915/972,x^2*Y^6*q_d^7
2,7,7,-207515/486,x^2*Y^7*q_d^7
2,8,7,-394479841/93312,x^2*Y^8*q_d^7
2,9,7,4678432535/3359232,x^2*Y^9*q_d^7
2,10,7,1588062217/1119744,x^2*Y^10*q_d^7
2,11,7,-36723295/82944,x^2*Y^11*q_d^7
2,12,7,-4025528605/13436928,x^2*Y^12*q_d^7
2,13,7,618951389/17915904,x^2*Y^13*q_d^7
2,14,7,66471685/1990656,x^2*Y^14*q_d^7
2,15,7,109531219/26873856,x^2*Y^15*q_d^7
3,5,7,5194/27,x^3*Y^5*q_d^7
3,6,7,12250/81,x^3*Y^6*q_d^7
3,7,7,-7163555/3888,x^3*Y^7*q_d^7
3,8,7,24584525/11664,x^3*Y^8*q_d^7
3,9,7,11968985/34992,x^3*Y^9*q_d^7
3,10,7,-2258733547/1679616,x^3*Y^10*q_d^7
3,11,7,2332895635/26873856,x^3*Y^11*q_d^7
3,12,7,1601959205/4478976,x^3*Y^12*q_d^7
3,13,7,-55883275/53747712,x^3*Y^13*q_d^7
3,14,7,-2298273215/53747712,x^3*Y^14*q_d^7
3,15,7,-962721767/143327232,x^3*Y^15*q_d^7
4,7,7,42875/648,x^4*Y^7*q_d^7
4,8,7,533365/7776,x^4*Y^8*q_d^7
4,9,7,-15978655/31104,x^4*Y^9*q_d^7
4,10,7,464221345/1119744,x^4*Y^10*q_d^7
4,11,7,1079933785/6718464,x^4*Y^11*q_d^7
4,12,7,-5428913105/26873856,x^4*Y^12*q_d^7
4,13,7,-282945845/8957952,x^4*Y^13*q_d^7
4,14,7,3297113225/107495424,x^4*Y^14*q_d^7
4,15,7,720600125/107495424,x^4*Y^15*q_d^7
5,9,7,127253/7776,x^5*Y^9*q_d^7
5,10,7,405769/31104,x^5*Y^10*q_d^7
5,11,7,-60790919/746496,x^5*Y^11*q_d^7
5,12,7,35513191/839808,x^5*Y^12*q_d^7
5,13,7,918250445/35831808,x^5*Y^13*q_d^7
5,14,7,-138943469/11943936,x^5*Y^14*q_d^7
5,15,7,-1758264305/429981696,x^5*Y^15*q_d^7
6,11,7,521017/186624,x^6*Y^11*q_d^7
6,12,7,4722767/4478976,x^6*Y^12*q_d^7
6,13,7,-373535575/53747712,x^6*Y^13*q_d^7
6,14,7,47883143/26873856,x^6*Y^14*q_d^7
6,15,7,5764801/3981312,x^6*Y^15*q_d^7
7,13,7,1294139/4478976,x^7*Y^13*q_d^7
7,14,7,588245/26873856,x^7*Y^14*q_d^7
7,15,7,-109531219/429981696,x^7*Y^15*q_d^7
8,15,7,5764801/429981696,x^8*Y^15*q_d^7
0,0,8,-32,q_d^8
0,1,8,448/3,Y*q_d^8
0,2,8,-2072/9,Y^2*q_d^8
0,3,8,1372/27,Y^3*q_d^8
0,4,8,64141/324,Y^4*q_d^8
0,5,8,-127253/972,Y^5*q_d^8
0,6,8,-1803151/23328,Y^6*q_d^8
0,7,8,10201849/139968,Y^7*q_d^8
0,8,8,307248767/13436928,Y^8*q_d^8
0,9,8,-71412943/3359232,Y^9*q_d^8
0,10,8,-88354399/13436928,Y^10*q_d^8
0,11,8,43647779/13436928,Y^11*q_d^8
0,12,8,154002541/107495424,Y^12*q_d^8
0,13,8,-5764801/53747712,Y^13*q_d^8
0,14,8,-30471091/214990848,Y^14*q_d^8
0,15,8,-5764801/214990848,Y^15*q_d^8
0,16,8,-5764801/3439853568,Y^16*q_d^8
1,2,8,-224/3,x*Y^2*q_d^8
1,3,8,2744/9,x*Y^3*q_d^8
1,4,8,-3430/9,x*Y^4*q_d^8
1,5,8,-2401/162,x*Y^5*q_d^8
1,6,8,665077/1944,x*Y^6*q_d^8
1,7,8,-285719/2592,x*Y^7*q_d^8
1,8,8,-40555291/279936,x*Y^8*q_d^8
1,9,8,179414725/3359232,x*Y^9*q_d^8
1,10,8,283887037/6718464,x*Y^10*q_d^8
1,11,8,-14000231/1492992,x*Y^11*q_d^8
1,12,8,-228121411/26873856,x*Y^12*q_d^8
1,13,8,-5764801/53747712,x*Y^13*q_d^8
1,14,8,28824005/35831808,x*Y^14*q_d^8
1,15,8,40353607/214990848,x*Y^15*q_d^8
1,16,8,5764801/429981696,x*Y^16*q_d^8
2,4,8,-686/9,x^2*Y^4*q_d^8
2,5,8,2401/9,x^2*Y^5*q_d^8
2,6,8,-55223/216,x^2*Y^6*q_d^8
2,7,8,-84035/972,x^2*Y^7*q_d^8
2,8,8,6974905/31104,x^2*Y^8*q_d^8
2,9,8,-1294139/186624,x^2*Y^9*q_d^8
2,10,8,-1162725067/13436928,x^2*Y^10*q_d^8
2,11,8,9058973/4478976,x^2*Y^11*q_d^8
2,12,8,341770345/17915904,x^2*Y^12*q_d^8
2,13,8,28824005/13436928,x^2*Y^13*q_d^8
2,14,8,-132590423/71663616,x^2*Y^14*q_d^8
2,15,8,-40353607/71663616,x^2*Y^15*q_d^8
2,16,8,-40353607/859963392,x^2*Y^16*q_d^8
3,6,8,-2401/54,x^3*Y^6*q_d^8
3,7,8,84035/648,x^3*Y^7*q_d^8
3,8,8,-84035/972,x^3*Y^8*q_d^8
3,9,8,-2941225/46656,x^3*Y^9*q_d^8
3,10,8,77060095/1119744,x^3*Y^10*q_d^8
3,11,8,238003927/13436928,x^3*Y^11*q_d^8
3,12,8,-539420665/26873856,x^3*Y^12*q_d^8
3,13,8,-144120025/26873856,x^3*Y^13*q_d^8
3,14,8,28824005/13436928,x^3*Y^14*q_d^8
3,15,8,201768035/214990848,x^3*Y^15*q_d^8
3,16,8,40353607/429981696,x^3*Y^16*q_d^8
4,8,8,-84035/5184,x^4*Y^8*q_d^8
4,9,8,588245/15552,x^4*Y^9*q_d^8
4,10,8,-588245/41472,x^4*Y^10*q_d^8
4,11,8,-45294865/2239488,x^4*Y^11*q_d^8
4,12,8,984133885/107495424,x^4*Y^12*q_d^8
4,13,8,317064055/53747712,x^4*Y^13*q_d^8
4,14,8,-28824005/23887872,x^4*Y^14*q_d^8
4,15,8,-201768035/214990848,x^4*Y^15*q_d^8
4,16,8,-201768035/1719926784,x^4*Y^16*q_d^8
5,10,8,-117649/31104,x^5*Y^10*q_d^8
5,11,8,823543/124416,x^5*Y^11*q_d^8
5,12,8,-823543/1492992,x^5*Y^12*q_d^8
5,13,8,-167179229/53747712,x^5*Y^13*q_d^8
5,14,8,5764801/35831808,x^5*Y^14*q_d^8
5,15,8,40353607/71663616,x^5*Y^15*q_d^8
5,16,8,40353607/429981696,x^5*Y^16*q_d^8
6,12,8,-823543/1492992,x^6*Y^12*q_d^8
6,13,8,5764801/8957952,x^6*Y^13*q_d^8
6,14,8,28824005/214990848,x^6*Y^14*q_d^8
6,15,8,-40353607/214990848,x^6*Y^15*q_d^8
6,16,8,-40353607/859963392,x^6*Y^16*q_d^8
7,14,8,-823543/17915904,x^7*Y^14*q_d^8
7,15,8,5764801/214990848,x^7*Y^15*q_d^8
