qd_power,qdm1_power,Y_power,coefficient,sign,monomial
2,2,10,3746466612468049/179159040,+,Y^10*q_d^2*q_{d-1}^2
2,2,11,1912274292504373/2149908480,+,Y^11*q_d^2*q_{d-1}^2
2,2,12,-51433271729960659/8599633920,-,Y^12*q_d^2*q_{d-1}^2
2,2,13,50932107777677/35831808,+,Y^13*q_d^2*q_{d-1}^2
2,2,14,67360052599/419904,+,Y^14*q_d^2*q_{d-1}^2
3,2,-3,4864/105,+,Y^-3*q_d^3*q_{d-1}^2
3,2,-2,319808/315,+,Y^-2*q_d^3*q_{d-1}^2
3,2,-1,1889032/405,+,Y^-1*q_d^3*q_{d-1}^2
3,2,0,-7549126/405,-,q_d^3*q_{d-1}^2
3,2,1,-206309893/2430,-,Y*q_d^3*q_{d-1}^2
3,2,2,32920312931/87480,+,Y^2*q_d^3*q_{d-1}^2
3,2,3,48375181769/116640,+,Y^3*q_d^3*q_{d-1}^2
3,2,4,-1023935049997/279936,-,Y^4*q_d^3*q_{d-1}^2
3,2,5,439962686893553/151165440,+,Y^5*q_d^3*q_{d-1}^2
3,2,6,719866663561121/67184640,+,Y^6*q_d^3*q_{d-1}^2
3,2,7,-8738219543742803/403107840,-,Y^7*q_d^3*q_{d-1}^2
3,2,8,6906389903176741/1612431360,+,Y^8*q_d^3*q_{d-1}^2
3,2,9,18748521891692513/806215680,+,Y^9*q_d^3*q_{d-1}^2
3,2,10,-147610403451546817/6449725440,-,Y^10*q_d^3*q_{d-1}^2
3,2,11,859866177666517/238878720,+,Y^11*q_d^3*q_{d-1}^2
3,2,12,13748762984812597/2866544640,+,Y^12*q_d^3*q_{d-1}^2
3,2,13,-9525917671401131/4299816960,-,Y^13*q_d^3*q_{d-1}^2
3,2,14,2110564262441621/11466178560,+,Y^14*q_d^3*q_{d-1}^2
4,2,-2,-4352/35,-,Y^-2*q_d^4*q_{d-1}^2
4,2,-1,-86656/63,-,Y^-1*q_d^4*q_{d-1}^2
4,2,0,839626/405,+,q_d^4*q_{d-1}^2
4,2,1,4333409/135,+,Y*q_d^4*q_{d-1}^2
4,2,2,-964522667/9720,-,Y^2*q_d^4*q_{d-1}^2
4,2,3,-43533369641/174960,-,Y^3*q_d^4*q_{d-1}^2
4,2,4,655524914549/466560,+,Y^4*q_d^4*q_{d-1}^2
4,2,5,-753598746839/933120,-,Y^5*q_d^4*q_{d-1}^2
4,2,6,-3109852502744179/604661760,-,Y^6*q_d^4*q_{d-1}^2
4,2,7,1379125432056739/134369280,+,Y^7*q_d^4*q_{d-1}^2
4,2,8,-4088389358515037/1612431360,-,Y^8*q_d^4*q_{d-1}^2
4,2,9,-19541724643219963/1612431360,-,Y^9*q_d^4*q_{d-1}^2
4,2,10,93319647503461747/6449725440,+,Y^10*q_d^4*q_{d-1}^2
4,2,11,-13986397995946621/3224862720,-,Y^11*q_d^4*q_{d-1}^2
4,2,12,-65542419053570767/25798901760,-,Y^12*q_d^4*q_{d-1}^2
4,2,13,2625638097946451/1289945088,+,Y^13*q_d^4*q_{d-1}^2
4,2,14,-7451321776898377/20639121408,-,Y^14*q_d^4*q_{d-1}^2
4,2,15,-57141719646347/4299816960,-,Y^15*q_d^4*q_{d-1}^2
5,2,-1,16384/105,+,Y^-1*q_d^5*q_{d-1}^2
5,2,0,41984/135,+,q_d^5*q_{d-1}^2
5,2,1,-540676/81,-,Y*q_d^5*q_{d-1}^2
5,2,2,137783/10,+,Y^2*q_d^5*q_{d-1}^2
5,2,3,674435237/7290,+,Y^3*q_d^5*q_{d-1}^2
5,2,4,-33249820721/87480,-,Y^4*q_d^5*q_{d-1}^2
5,2,5,1972783543/233280,+,Y^5*q_d^5*q_{d-1}^2
5,2,6,6865569628403/3359232,+,Y^6*q_d^5*q_{d-1}^2
5,2,7,-170725368766669/50388480,-,Y^7*q_d^5*q_{d-1}^2
5,2,8,-20071140176143/134369280,-,Y^8*q_d^5*q_{d-1}^2
5,2,9,4788128435511703/806215680,+,Y^9*q_d^5*q_{d-1}^2
5,2,10,-6791975760790147/1074954240,-,Y^10*q_d^5*q_{d-1}^2
5,2,11,323406470004737/238878720,+,Y^11*q_d^5*q_{d-1}^2
5,2,12,48254656640172913/25798901760,+,Y^12*q_d^5*q_{d-1}^2
5,2,13,-50619571430950781/38698352640,-,Y^13*q_d^5*q_{d-1}^2
5,2,14,20382497461306127/103195607040,+,Y^14*q_d^5*q_{d-1}^2
5,2,15,1596743795602627/51597803520,+,Y^15*q_d^5*q_{d-1}^2
6,2,0,-384/5,-,q_d^6*q_{d-1}^2
6,2,1,26048/45,+,Y*q_d^6*q_{d-1}^2
6,2,2,-26227/81,-,Y^2*q_d^6*q_{d-1}^2
6,2,3,-16331693/810,-,Y^3*q_d^6*q_{d-1}^2
6,2,4,1262255579/19440,+,Y^4*q_d^6*q_{d-1}^2
6,2,5,50961151073/699840,+,Y^5*q_d^6*q_{d-1}^2
6,2,6,-92171155519/155520,-,Y^6*q_d^6*q_{d-1}^2
6,2,7,805838363983/1119744,+,Y^7*q_d^6*q_{d-1}^2
6,2,8,16449443262997/25194240,+,Y^8*q_d^6*q_{d-1}^2
6,2,9,-139349990814367/59719680,-,Y^9*q_d^6*q_{d-1}^2
6,2,10,1479874036092679/806215680,+,Y^10*q_d^6*q_{d-1}^2
6,2,11,824301235142161/3224862720,+,Y^11*q_d^6*q_{d-1}^2
6,2,12,-7580015730280301/6449725440,-,Y^12*q_d^6*q_{d-1}^2
6,2,13,7406975338429681/12899450880,+,Y^13*q_d^6*q_{d-1}^2
6,2,14,-6096953941059751/309586821120,-,Y^14*q_d^6*q_{d-1}^2
6,2,15,-1781663768378893/51597803520,-,Y^15*q_d^6*q_{d-1}^2
6,2,16,-566558877479/2866544640,-,Y^16*q_d^6*q_{d-1}^2
7,2,2,-448/5,-,Y^2*q_d^7*q_{d-1}^2
7,2,3,185996/81,+,Y^3*q_d^7*q_{d-1}^2
7,2,4,-3310883/540,-,Y^4*q_d^7*q_{d-1}^2
7,2,5,-23313641/972,-,Y^5*q_d^7*q_{d-1}^2
7,2,6,8040987107/69984,+,Y^6*q_d^7*q_{d-1}^2
7,2,7,-147974388371/1866240,-,Y^7*q_d^7*q_{d-1}^2
7,2,8,-769159193833/2488320,-,Y^8*q_d^7*q_{d-1}^2
7,2,9,524580571323989/806215680,+,Y^9*q_d^7*q_{d-1}^2
7,2,10,-316877578930027/1074954240,-,Y^10*q_d^7*q_{d-1}^2
7,2,11,-2512996998699607/6449725440,-,Y^11*q_d^7*q_{d-1}^2
7,2,12,13121830569155539/25798901760,+,Y^12*q_d^7*q_{d-1}^2
7,2,13,-247574956999307/1612431360,-,Y^13*q_d^7*q_{d-1}^2
7,2,14,-4618402822987079/103195607040,-,Y^14*q_d^7*q_{d-1}^2
7,2,15,1864408170109583/77396705280,+,Y^15*q_d^7*q_{d-1}^2
7,2,16,12688805479483/17199267840,+,Y^16*q_d^7*q_{d-1}^2
8,2,3,-896/9,-,Y^3*q_d^8*q_{d-1}^2
8,2,4,10058/45,+,Y^4*q_d^8*q_{d-1}^2
8,2,5,2856157/810,+,Y^5*q_d^8*q_{d-1}^2
8,2,6,-3214583569/233280,-,Y^6*q_d^8*q_{d-1}^2
8,2,7,-1178050919/699840,-,Y^7*q_d^8*q_{d-1}^2
8,2,8,590607122011/7464960,+,Y^8*q_d^8*q_{d-1}^2
8,2,9,-16247870164451/134369280,-,Y^9*q_d^8*q_{d-1}^2
8,2,10,-32963671969141/3224862720,-,Y^10*q_d^8*q_{d-1}^2
8,2,11,25558258920103/143327232,+,Y^11*q_d^8*q_{d-1}^2
8,2,12,-3803895425763419/25798901760,-,Y^12*q_d^8*q_{d-1}^2
8,2,13,29127726335449/4299816960,+,Y^13*q_d^8*q_{d-1}^2
8,2,14,3931958962276429/103195607040,+,Y^14*q_d^8*q_{d-1}^2
8,2,15,-23082152832431/2149908480,-,Y^15*q_d^8*q_{d-1}^2
8,2,16,-20244892976399/17199267840,-,Y^16*q_d^8*q_{d-1}^2
8,2,17,-593774503/286654464,-,Y^17*q_d^8*q_{d-1}^2
9,2,5,-1876/9,-,Y^5*q_d^9*q_{d-1}^2
9,2,6,46739/54,+,Y^6*q_d^9*q_{d-1}^2
9,2,7,6345983/3888,+,Y^7*q_d^9*q_{d-1}^2
9,2,8,-16775986003/1399680,-,Y^8*q_d^9*q_{d-1}^2
9,2,9,3253167785/248832,+,Y^9*q_d^9*q_{d-1}^2
9,2,10,1676050179797/89579520,+,Y^10*q_d^9*q_{d-1}^2
9,2,11,-77813296090313/1612431360,-,Y^11*q_d^9*q_{d-1}^2
9,2,12,278542857733/11197440,+,Y^12*q_d^9*q_{d-1}^2
9,2,13,24045025708081/1612431360,+,Y^13*q_d^9*q_{d-1}^2
9,2,14,-443301448838213/25798901760,-,Y^14*q_d^9*q_{d-1}^2
9,2,15,42593088001247/17199267840,+,Y^15*q_d^9*q_{d-1}^2
9,2,16,22920966425/21233664,+,Y^16*q_d^9*q_{d-1}^2
9,2,17,17807470289/1719926784,+,Y^17*q_d^9*q_{d-1}^2
10,2,6,-343/18,-,Y^6*q_d^10*q_{d-1}^2
10,2,7,-15631/108,-,Y^7*q_d^10*q_{d-1}^2
10,2,8,639989/648,+,Y^8*q_d^10*q_{d-1}^2
10,2,9,-360541559/699840,-,Y^9*q_d^10*q_{d-1}^2
10,2,10,-22913723147/4976640,-,Y^10*q_d^10*q_{d-1}^2
10,2,11,141822705913/17915904,+,Y^11*q_d^10*q_{d-1}^2
10,2,12,-14898144222311/25798901760,-,Y^12*q_d^10*q_{d-1}^2
10,2,13,-7944466712819/1074954240,-,Y^13*q_d^10*q_{d-1}^2
10,2,14,7580657282863/1612431360,+,Y^14*q_d^10*q_{d-1}^2
10,2,15,1544600056909/5159780352,+,Y^15*q_d^10*q_{d-1}^2
10,2,16,-1087028641559/1719926784,-,Y^16*q_d^10*q_{d-1}^2
10,2,17,-37246379261/1719926784,-,Y^17*q_d^10*q_{d-1}^2
10,2,18,-40353607/3439853568,-,Y^18*q_d^10*q_{d-1}^2
11,2,8,-2401/72,-,Y^8*q_d^11*q_{d-1}^2
11,2,9,-152635/7776,-,Y^9*q_d^11*q_{d-1}^2
11,2,10,10232719/19440,+,Y^10*q_d^11*q_{d-1}^2
11,2,11,-2590223839/3732480,-,Y^11*q_d^11*q_{d-1}^2
11,2,12,-234767582399/322486272,-,Y^12*q_d^11*q_{d-1}^2
11,2,13,34811980084987/19349176320,+,Y^13*q_d^11*q_{d-1}^2
11,2,14,-2058339938039/3224862720,-,Y^14*q_d^11*q_{d-1}^2
11,2,15,-2706912175919/5733089280,-,Y^15*q_d^11*q_{d-1}^2
11,2,16,4038657342629/17199267840,+,Y^16*q_d^11*q_{d-1}^2
11,2,17,662952115/26873856,+,Y^17*q_d^11*q_{d-1}^2
11,2,18,40353607/573308928,+,Y^18*q_d^11*q_{d-1}^2
12,2,10,-84035/3456,-,Y^10*q_d^12*q_{d-1}^2
12,2,11,228095/10368,+,Y^11*q_d^12*q_{d-1}^2
12,2,12,1085532917/7464960,+,Y^12*q_d^12*q_{d-1}^2
12,2,13,-4088943817/17915904,-,Y^13*q_d^12*q_{d-1}^2
12,2,14,-1958205186203/77396705280,-,Y^14*q_d^12*q_{d-1}^2
12,2,15,150676822261/859963392,+,Y^15*q_d^12*q_{d-1}^2
12,2,16,-91518333557/1911029760,-,Y^16*q_d^12*q_{d-1}^2
12,2,17,-2392392415/143327232,-,Y^17*q_d^12*q_{d-1}^2
12,2,18,-201768035/1146617856,-,Y^18*q_d^12*q_{d-1}^2
13,2,12,-588245/62208,-,Y^12*q_d^13*q_{d-1}^2
13,2,13,4319399/373248,+,Y^13*q_d^13*q_{d-1}^2
13,2,14,1892585849/89579520,+,Y^14*q_d^13*q_{d-1}^2
13,2,15,-606732010913/19349176320,-,Y^15*q_d^13*q_{d-1}^2
13,2,16,10492290767/8599633920,+,Y^16*q_d^13*q_{d-1}^2
13,2,17,11719840433/1719926784,+,Y^17*q_d^13*q_{d-1}^2
13,2,18,201768035/859963392,+,Y^18*q_d^13*q_{d-1}^2
14,2,14,-4117715/1990656,-,Y^14*q_d^14*q_{d-1}^2
14,2,15,238003927/107495424,+,Y^15*q_d^14*q_{d-1}^2
14,2,16,465301795/286654464,+,Y^16*q_d^14*q_{d-1}^2
14,2,17,-2703691669/1719926784,-,Y^17*q_d^14*q_{d-1}^2
14,2,18,-201768035/1146617856,-,Y^18*q_d^14*q_{d-1}^2
15,2,16,-5764801/23887872,-,Y^16*q_d^15*q_{d-1}^2
15,2,17,132590423/859963392,+,Y^17*q_d^15*q_{d-1}^2
15,2,18,40353607/573308928,+,Y^18*q_d^15*q_{d-1}^2
16,2,18,-40353607/3439853568,-,Y^18*q_d^16*q_{d-1}^2
3,3,-2,128/7,+,Y^-2*q_d^3*q_{d-1}^3
3,3,-1,4896/35,+,Y^-1*q_d^3*q_{d-1}^3
3,3,0,-220678/405,-,q_d^3*q_{d-1}^3
3,3,1,-674662/405,-,Y*q_d^3*q_{d-1}^3
3,3,2,41793415/1944,+,Y^2*q_d^3*q_{d-1}^3
3,3,3,-487297591/43740,-,Y^3*q_d^3*q_{d-1}^3
3,3,4,-316140085777/1399680,-,Y^4*q_d^3*q_{d-1}^3
3,3,5,2132317399357/4199040,+,Y^5*q_d^3*q_{d-1}^3
3,3,6,256045850738659/604661760,+,Y^6*q_d^3*q_{d-1}^3
3,3,7,-186908444080547/67184640,-,Y^7*q_d^3*q_{d-1}^3
3,3,8,4339530282680969/1612431360,+,Y^8*q_d^3*q_{d-1}^3
3,3,9,1849497468939013/806215680,+,Y^9*q_d^3*q_{d-1}^3
3,3,10,-38680175224835731/6449725440,-,Y^10*q_d^3*q_{d-1}^3
3,3,11,220898424894155/71663616,+,Y^11*q_d^3*q_{d-1}^3
3,3,12,10199440224730127/8599633920,+,Y^12*q_d^3*q_{d-1}^3
3,3,13,-16295599017005/10616832,-,Y^13*q_d^3*q_{d-1}^3
3,3,14,2057984235356077/6879707136,+,Y^14*q_d^3*q_{d-1}^3
3,3,15,4779788394619/100776960,+,Y^15*q_d^3*q_{d-1}^3
4,3,-1,-256/7,-,Y^-1*q_d^4*q_{d-1}^3
4,3,0,-896/45,-,q_d^4*q_{d-1}^3
4,3,1,176344/135,+,Y*q_d^4*q_{d-1}^3
4,3,2,-5805589/810,-,Y^2*q_d^4*q_{d-1}^3
4,3,3,-27389545/1944,-,Y^3*q_d^4*q_{d-1}^3
4,3,4,16356295087/116640,+,Y^4*q_d^4*q_{d-1}^3
4,3,5,-15077030879/87480,-,Y^5*q_d^4*q_{d-1}^3
4,3,6,-3195071470253/5598720,-,Y^6*q_d^4*q_{d-1}^3
4,3,7,126137233952881/67184640,+,Y^7*q_d^4*q_{d-1}^3
4,3,8,-1040658514180769/806215680,-,Y^8*q_d^4*q_{d-1}^3
4,3,9,-417455053918157/179159040,-,Y^9*q_d^4*q_{d-1}^3
4,3,10,16046205260851/3359232,+,Y^10*q_d^4*q_{d-1}^3
4,3,11,-33419004725419/13271040,-,Y^11*q_d^4*q_{d-1}^3
4,3,12,-681753212082817/806215680,-,Y^12*q_d^4*q_{d-1}^3
4,3,13,8584055660374943/6449725440,+,Y^13*q_d^4*q_{d-1}^3
4,3,14,-58444366665668179/154793410560,-,Y^14*q_d^4*q_{d-1}^3
4,3,15,-4887827353703/61917364224,-,Y^15*q_d^4*q_{d-1}^3
5,3,0,7936/315,+,q_d^5*q_{d-1}^3
5,3,1,-26048/135,-,Y*q_d^5*q_{d-1}^3
5,3,2,347752/405,+,Y^2*q_d^5*q_{d-1}^3
5,3,3,33385799/4860,+,Y^3*q_d^5*q_{d-1}^3
5,3,4,-4584159839/116640,-,Y^4*q_d^5*q_{d-1}^3
5,3,5,10949491841/699840,+,Y^5*q_d^5*q_{d-1}^3
5,3,6,793227107383/2799360,+,Y^6*q_d^5*q_{d-1}^3
5,3,7,-22918557948433/33592320,-,Y^7*q_d^5*q_{d-1}^3
5,3,8,168209262710603/806215680,+,Y^8*q_d^5*q_{d-1}^3
5,3,9,248461123665187/179159040,+,Y^9*q_d^5*q_{d-1}^3
5,3,10,-2405195856754691/1074954240,-,Y^10*q_d^5*q_{d-1}^3
5,3,11,817164340878043/806215680,+,Y^11*q_d^5*q_{d-1}^3
5,3,12,5048838415657351/8599633920,+,Y^12*q_d^5*q_{d-1}^3
5,3,13,-6816486175266313/8599633920,-,Y^13*q_d^5*q_{d-1}^3
5,3,14,81980645780768693/309586821120,+,Y^14*q_d^5*q_{d-1}^3
5,3,15,-646071214469737/51597803520,-,Y^15*q_d^5*q_{d-1}^3
5,3,16,-50993282669399/15479341056,-,Y^16*q_d^5*q_{d-1}^3
6,3,2,-1856/135,-,Y^2*q_d^6*q_{d-1}^3
6,3,3,-531968/405,-,Y^3*q_d^6*q_{d-1}^3
6,3,4,2401442/405,+,Y^4*q_d^6*q_{d-1}^3
6,3,5,146181533/23328,+,Y^5*q_d^6*q_{d-1}^3
6,3,6,-29996420837/349920,-,Y^6*q_d^6*q_{d-1}^3
6,3,7,112101939169/699840,+,Y^7*q_d^6*q_{d-1}^3
6,3,8,11775656917/155520,+,Y^8*q_d^6*q_{d-1}^3
6,3,9,-504008522281267/806215680,-,Y^9*q_d^6*q_{d-1}^3
6,3,10,123489520868875/161243136,+,Y^10*q_d^6*q_{d-1}^3
6,3,11,-106045955689787/806215680,-,Y^11*q_d^6*q_{d-1}^3
6,3,12,-1535053459234589/3224862720,-,Y^12*q_d^6*q_{d-1}^3
6,3,13,2168614912825235/5159780352,+,Y^13*q_d^6*q_{d-1}^3
6,3,14,-569570003216977/5159780352,-,Y^14*q_d^6*q_{d-1}^3
6,3,15,-643702103380049/61917364224,-,Y^15*q_d^6*q_{d-1}^3
6,3,16,194495637242711/30958682112,+,Y^16*q_d^6*q_{d-1}^3
7,3,3,448/5,+,Y^3*q_d^7*q_{d-1}^3
7,3,4,-29584/81,-,Y^4*q_d^7*q_{d-1}^3
7,3,5,-1354001/648,-,Y^5*q_d^7*q_{d-1}^3
7,3,6,596969131/38880,+,Y^6*q_d^7*q_{d-1}^3
7,3,7,-14604057649/699840,-,Y^7*q_d^7*q_{d-1}^3
7,3,8,-44839794929/829440,-,Y^8*q_d^7*q_{d-1}^3
7,3,9,159880760035/839808,+,Y^9*q_d^7*q_{d-1}^3
7,3,10,-106422468221453/644972544,-,Y^10*q_d^7*q_{d-1}^3
7,3,11,-145279029568409/1612431360,-,Y^11*q_d^7*q_{d-1}^3
7,3,12,1335449380977355/5159780352,+,Y^12*q_d^7*q_{d-1}^3
7,3,13,-1034408799528503/6449725440,-,Y^13*q_d^7*q_{d-1}^3
7,3,14,1297078876973299/103195607040,+,Y^14*q_d^7*q_{d-1}^3
7,3,15,553697057360909/25798901760,+,Y^15*q_d^7*q_{d-1}^3
7,3,16,-110437894312837/19349176320,-,Y^16*q_d^7*q_{d-1}^3
7,3,17,-732129727/7464960,-,Y^17*q_d^7*q_{d-1}^3
8,3,5,8624/45,+,Y^5*q_d^8*q_{d-1}^3
8,3,6,-1749541/1215,-,Y^6*q_d^8*q_{d-1}^3
8,3,7,217398683/233280,+,Y^7*q_d^8*q_{d-1}^3
8,3,8,1961631631/139968,+,Y^8*q_d^8*q_{d-1}^3
8,3,9,-410342374873/11197440,-,Y^9*q_d^8*q_{d-1}^3
8,3,10,759077230315/53747712,+,Y^10*q_d^8*q_{d-1}^3
8,3,11,193572854550559/3224862720,+,Y^11*q_d^8*q_{d-1}^3
8,3,12,-383298852449191/4299816960,-,Y^12*q_d^8*q_{d-1}^3
8,3,13,899088714576871/25798901760,+,Y^13*q_d^8*q_{d-1}^3
8,3,14,812856694379947/51597803520,+,Y^14*q_d^8*q_{d-1}^3
8,3,15,-1625603442237523/103195607040,-,Y^15*q_d^8*q_{d-1}^3
8,3,16,4517722894139/1612431360,+,Y^16*q_d^8*q_{d-1}^3
8,3,17,4976193517603/17199267840,+,Y^17*q_d^8*q_{d-1}^3
9,3,6,1372/27,+,Y^6*q_d^9*q_{d-1}^3
9,3,7,7553/162,+,Y^7*q_d^9*q_{d-1}^3
9,3,8,-1310057/729,-,Y^8*q_d^9*q_{d-1}^3
9,3,9,767480665/186624,+,Y^9*q_d^9*q_{d-1}^3
9,3,10,26596780609/11197440,+,Y^10*q_d^9*q_{d-1}^3
9,3,11,-3161740489957/179159040,-,Y^11*q_d^9*q_{d-1}^3
9,3,12,81362091451123/4299816960,+,Y^12*q_d^9*q_{d-1}^3
9,3,13,-793564893149/5159780352,-,Y^13*q_d^9*q_{d-1}^3
9,3,14,-203473443222119/17199267840,-,Y^14*q_d^9*q_{d-1}^3
9,3,15,693439969381033/103195607040,+,Y^15*q_d^9*q_{d-1}^3
9,3,16,-248856257321/573308928,-,Y^16*q_d^9*q_{d-1}^3
9,3,17,-1246732453099/3439853568,-,Y^17*q_d^9*q_{d-1}^3
9,3,18,-16054970785/10319560704,-,Y^18*q_d^9*q_{d-1}^3
10,3,8,30625/324,+,Y^8*q_d^10*q_{d-1}^3
10,3,9,-1786295/7776,-,Y^9*q_d^10*q_{d-1}^3
10,3,10,-1039921169/1399680,-,Y^10*q_d^10*q_{d-1}^3
10,3,11,64017810913/22394880,+,Y^11*q_d^10*q_{d-1}^3
10,3,12,-92623592453/44789760,-,Y^12*q_d^10*q_{d-1}^3
10,3,13,-31698781436189/12899450880,-,Y^13*q_d^10*q_{d-1}^3
10,3,14,110070924001367/25798901760,+,Y^14*q_d^10*q_{d-1}^3
10,3,15,-82547309203807/51597803520,-,Y^15*q_d^10*q_{d-1}^3
10,3,16,-7922542736605/20639121408,-,Y^16*q_d^10*q_{d-1}^3
10,3,17,220371047827/859963392,+,Y^17*q_d^10*q_{d-1}^3
10,3,18,65344019335/10319560704,+,Y^18*q_d^10*q_{d-1}^3
11,3,9,2401/432,+,Y^9*q_d^11*q_{d-1}^3
11,3,10,914095/15552,+,Y^10*q_d^11*q_{d-1}^3
11,3,11,-3720521/15552,-,Y^11*q_d^11*q_{d-1}^3
11,3,12,77459347/2799360,+,Y^12*q_d^11*q_{d-1}^3
11,3,13,264458744221/358318080,+,Y^13*q_d^11*q_{d-1}^3
11,3,14,-5578581415337/6449725440,-,Y^14*q_d^11*q_{d-1}^3
11,3,15,23596478171/286654464,+,Y^15*q_d^11*q_{d-1}^3
11,3,16,31838216229463/103195607040,+,Y^16*q_d^11*q_{d-1}^3
11,3,17,-182550423797/1719926784,-,Y^17*q_d^11*q_{d-1}^3
11,3,18,-8964265555/859963392,-,Y^18*q_d^11*q_{d-1}^3
11,3,19,-40353607/3439853568,-,Y^19*q_d^11*q_{d-1}^3
12,3,11,84035/10368,+,Y^11*q_d^12*q_{d-1}^3
12,3,12,516215/46656,+,Y^12*q_d^12*q_{d-1}^3
12,3,13,-532275289/5598720,-,Y^13*q_d^12*q_{d-1}^3
12,3,14,2310595147/26873856,+,Y^14*q_d^12*q_{d-1}^3
12,3,15,1016605736503/15479341056,+,Y^15*q_d^12*q_{d-1}^3
12,3,16,-684092850371/6449725440,-,Y^16*q_d^12*q_{d-1}^3
12,3,17,363885651073/17199267840,+,Y^17*q_d^12*q_{d-1}^3
12,3,18,46204880015/5159780352,+,Y^18*q_d^12*q_{d-1}^3
12,3,19,201768035/3439853568,+,Y^19*q_d^12*q_{d-1}^3
13,3,13,588245/124416,+,Y^13*q_d^13*q_{d-1}^3
13,3,14,-10672445/4478976,-,Y^14*q_d^13*q_{d-1}^3
13,3,15,-2334004897/134369280,-,Y^15*q_d^13*q_{d-1}^3
13,3,16,117045813577/6449725440,+,Y^16*q_d^13*q_{d-1}^3
13,3,17,6695522239/5733089280,+,Y^17*q_d^13*q_{d-1}^3
13,3,18,-44417791705/10319560704,-,Y^18*q_d^13*q_{d-1}^3
13,3,19,-201768035/1719926784,-,Y^19*q_d^13*q_{d-1}^3
14,3,15,4117715/2985984,+,Y^15*q_d^14*q_{d-1}^3
14,3,16,-124354993/107495424,-,Y^16*q_d^14*q_{d-1}^3
14,3,17,-139178767/95551488,-,Y^17*q_d^14*q_{d-1}^3
14,3,18,3833592665/3439853568,+,Y^18*q_d^14*q_{d-1}^3
14,3,19,201768035/1719926784,+,Y^19*q_d^14*q_{d-1}^3
15,3,17,28824005/143327232,+,Y^17*q_d^15*q_{d-1}^3
15,3,18,-201768035/1719926784,-,Y^18*q_d^15*q_{d-1}^3
15,3,19,-201768035/3439853568,-,Y^19*q_d^15*q_{d-1}^3
16,3,19,40353607/3439853568,+,Y^19*q_d^16*q_{d-1}^3
4,4,0,-544/315,-,q_d^4*q_{d-1}^4
4,4,1,1472/135,+,Y*q_d^4*q_{d-1}^4
4,4,2,-63433/405,-,Y^2*q_d^4*q_{d-1}^4
4,4,3,-1055087/4860,-,Y^3*q_d^4*q_{d-1}^4
4,4,4,117897239/29160,+,Y^4*q_d^4*q_{d-1}^4
4,4,5,-1471756141/139968,-,Y^5*q_d^4*q_{d-1}^4
4,4,6,-4161804937/311040,-,Y^6*q_d^4*q_{d-1}^4
4,4,7,3555196824077/33592320,+,Y^7*q_d^4*q_{d-1}^4
4,4,8,-31441736176421/201553920,-,Y^8*q_d^4*q_{d-1}^4
4,4,9,-34824008560333/537477120,-,Y^9*q_d^4*q_{d-1}^4
4,4,10,295671202994635/644972544,+,Y^10*q_d^4*q_{d-1}^4
4,4,11,-181332134921389/358318080,-,Y^11*q_d^4*q_{d-1}^4
4,4,12,498244591491991/6449725440,+,Y^12*q_d^4*q_{d-1}^4
4,4,13,109905435272857/429981696,+,Y^13*q_d^4*q_{d-1}^4
4,4,14,-28481197510566871/154793410560,-,Y^14*q_d^4*q_{d-1}^4
4,4,15,919366987069699/34398535680,+,Y^15*q_d^4*q_{d-1}^4
4,4,16,2183585557979/302330880,+,Y^16*q_d^4*q_{d-1}^4
5,4,2,1952/135,+,Y^2*q_d^5*q_{d-1}^4
5,4,3,89044/405,+,Y^3*q_d^5*q_{d-1}^4
5,4,4,-816989/540,-,Y^4*q_d^5*q_{d-1}^4
5,4,5,181900949/116640,+,Y^5*q_d^5*q_{d-1}^4
5,4,6,47528432891/2799360,+,Y^6*q_d^5*q_{d-1}^4
5,4,7,-85772310271/1399680,-,Y^7*q_d^5*q_{d-1}^4
5,4,8,2927426216723/67184640,+,Y^8*q_d^5*q_{d-1}^4
5,4,9,116144976726863/806215680,+,Y^9*q_d^5*q_{d-1}^4
5,4,10,-2286711436866397/6449725440,-,Y^10*q_d^5*q_{d-1}^4
5,4,11,1764555184293419/6449725440,+,Y^11*q_d^5*q_{d-1}^4
5,4,12,1466835486942239/25798901760,+,Y^12*q_d^5*q_{d-1}^4
5,4,13,-1218864332075887/5159780352,-,Y^13*q_d^5*q_{d-1}^4
5,4,14,29188868793692279/206391214080,+,Y^14*q_d^5*q_{d-1}^4
5,4,15,-2430504276894169/123834728448,-,Y^15*q_d^5*q_{d-1}^4
5,4,16,-12603178318305211/2476694568960,-,Y^16*q_d^5*q_{d-1}^4
6,4,3,-3968/135,-,Y^3*q_d^6*q_{d-1}^4
6,4,4,64618/405,+,Y^4*q_d^6*q_{d-1}^4
6,4,5,203051/810,+,Y^5*q_d^6*q_{d-1}^4
6,4,6,-5295959761/933120,-,Y^6*q_d^6*q_{d-1}^4
6,4,7,43276770227/2799360,+,Y^7*q_d^6*q_{d-1}^4
6,4,8,91126272169/22394880,+,Y^8*q_d^6*q_{d-1}^4
6,4,9,-5631254537269/67184640,-,Y^9*q_d^6*q_{d-1}^4
6,4,10,925177573024501/6449725440,+,Y^10*q_d^6*q_{d-1}^4
6,4,11,-378362249884889/6449725440,-,Y^11*q_d^6*q_{d-1}^4
6,4,12,-531860072094923/5159780352,-,Y^12*q_d^6*q_{d-1}^4
